purchase_order_id,order_date,expected_delivery_date,warehouse_id,sku,supplier_id,ordered_units,unit_cost,status
PO-00846,2025-04-24,2025-04-29,WH-CENTER,SKU-1028,SUP-006,312,2.12,received
PO-00847,2026-02-19,2026-02-23,WH-CENTER,SKU-1036,SUP-001,276,4.34,received
PO-00848,2025-02-27,2025-03-06,WH-SOUTH,SKU-1066,SUP-003,168,1.42,received
PO-00849,2026-01-21,2026-01-27,WH-CENTER,SKU-1101,SUP-005,48,3.95,received
PO-00850,2025-07-22,2025-07-27,WH-SOUTH,SKU-1031,SUP-001,336,4.14,received
PO-00851,2025-01-14,2025-01-19,WH-SOUTH,SKU-1099,SUP-005,24,2.61,received
PO-00852,2026-01-28,2026-02-01,WH-CENTER,SKU-1021,SUP-006,156,0.63,received
PO-00853,2026-04-16,2026-04-22,WH-NORTH,SKU-1095,SUP-005,144,5.63,received
PO-00854,2025-12-19,2025-12-26,WH-SOUTH,SKU-1072,SUP-003,120,5.09,received
PO-00855,2025-04-24,2025-05-03,WH-SOUTH,SKU-1064,SUP-003,60,3.55,received
PO-00856,2025-10-07,2025-10-13,WH-CENTER,SKU-1020,SUP-006,96,2.27,received
PO-00857,2025-11-26,2025-12-03,WH-NORTH,SKU-1102,SUP-005,96,6.34,received
PO-00858,2025-06-26,2025-07-03,WH-NORTH,SKU-1013,SUP-002,636,1.73,received
PO-00859,2025-01-09,2025-01-12,WH-SOUTH,SKU-1041,SUP-001,240,3.57,received
PO-00860,2025-04-21,2025-04-27,WH-CENTER,SKU-1085,SUP-003,192,2.74,received
PO-00861,2025-08-04,2025-08-06,WH-CENTER,SKU-1051,SUP-001,624,1.37,received
PO-00862,2026-05-21,2026-05-27,WH-CENTER,SKU-1093,SUP-005,192,6.13,received
PO-00863,2026-01-24,2026-01-26,WH-NORTH,SKU-1036,SUP-001,672,4.34,received
PO-00864,2025-10-17,2025-10-25,WH-SOUTH,SKU-1105,SUP-005,96,4.03,received
PO-00865,2025-10-11,2025-10-16,WH-CENTER,SKU-1042,SUP-001,312,1.29,received
PO-00866,2025-12-25,2025-12-30,WH-NORTH,SKU-1014,SUP-002,528,1.28,received
PO-00867,2025-12-13,2025-12-17,WH-NORTH,SKU-1111,SUP-004,252,3.72,received
PO-00868,2025-12-02,2025-12-09,WH-SOUTH,SKU-1104,SUP-005,72,7.89,received
PO-00869,2025-09-28,2025-10-07,WH-SOUTH,SKU-1075,SUP-003,144,3.09,received
PO-00870,2025-06-30,2025-07-05,WH-NORTH,SKU-1023,SUP-006,300,1.74,received
PO-00871,2026-01-12,2026-01-19,WH-SOUTH,SKU-1077,SUP-003,96,1.82,received
PO-00872,2025-10-03,2025-10-06,WH-NORTH,SKU-1109,SUP-004,480,2.43,received
PO-00873,2025-03-16,2025-03-22,WH-SOUTH,SKU-1095,SUP-005,48,5.63,received
PO-00874,2025-08-18,2025-08-24,WH-SOUTH,SKU-1011,SUP-002,384,2.11,received
PO-00875,2025-04-23,2025-04-28,WH-SOUTH,SKU-1120,SUP-004,336,1.6,received
PO-00876,2025-06-15,2025-06-21,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-00877,2026-02-28,2026-03-08,WH-CENTER,SKU-1075,SUP-003,78,3.09,received
PO-00878,2025-04-19,2025-04-24,WH-NORTH,SKU-1006,SUP-002,126,1.01,received
PO-00879,2025-08-08,2025-08-10,WH-SOUTH,SKU-1049,SUP-001,294,0.53,received
PO-00880,2025-06-30,2025-07-06,WH-NORTH,SKU-1067,SUP-003,144,2.13,received
PO-00881,2025-01-23,2025-01-29,WH-NORTH,SKU-1023,SUP-006,138,1.74,received
PO-00882,2025-05-05,2025-05-09,WH-CENTER,SKU-1113,SUP-004,348,1.94,received
PO-00883,2025-10-06,2025-10-12,WH-NORTH,SKU-1066,SUP-003,288,1.42,received
PO-00884,2025-11-29,2025-12-04,WH-SOUTH,SKU-1028,SUP-006,576,2.12,received
PO-00885,2026-06-14,2026-06-22,WH-NORTH,SKU-1091,SUP-005,48,3.01,delayed
PO-00886,2025-08-13,2025-08-16,WH-CENTER,SKU-1031,SUP-001,288,4.14,received
PO-00887,2025-07-01,2025-07-07,WH-CENTER,SKU-1009,SUP-002,672,1.63,received
PO-00888,2026-04-12,2026-04-20,WH-NORTH,SKU-1069,SUP-003,60,7.01,received
PO-00889,2026-05-02,2026-05-09,WH-SOUTH,SKU-1007,SUP-002,720,1.15,received
PO-00890,2025-03-10,2025-03-19,WH-NORTH,SKU-1080,SUP-003,96,2.61,received
PO-00891,2026-06-14,2026-06-23,WH-CENTER,SKU-1074,SUP-003,312,3.05,ordered
PO-00892,2026-01-19,2026-01-25,WH-SOUTH,SKU-1028,SUP-006,792,2.12,received
PO-00893,2025-01-08,2025-01-13,WH-NORTH,SKU-1051,SUP-001,234,1.37,received
PO-00894,2025-03-09,2025-03-16,WH-SOUTH,SKU-1071,SUP-003,84,2.93,received
PO-00895,2025-08-22,2025-08-25,WH-NORTH,SKU-1048,SUP-001,180,1.15,received
PO-00896,2025-08-10,2025-08-13,WH-SOUTH,SKU-1060,SUP-001,912,1.65,received
PO-00897,2025-08-11,2025-08-19,WH-SOUTH,SKU-1076,SUP-003,48,2.45,received
PO-00898,2026-02-11,2026-02-17,WH-SOUTH,SKU-1119,SUP-004,72,2.85,received
PO-00899,2025-01-20,2025-01-22,WH-NORTH,SKU-1037,SUP-001,624,1.61,received
PO-00900,2025-09-11,2025-09-14,WH-CENTER,SKU-1037,SUP-001,144,1.61,received
PO-00901,2026-01-01,2026-01-08,WH-CENTER,SKU-1007,SUP-002,264,1.15,received
PO-00902,2025-03-27,2025-04-02,WH-NORTH,SKU-1096,SUP-005,96,7.66,received
PO-00903,2025-12-24,2026-01-01,WH-SOUTH,SKU-1088,SUP-003,42,3.94,received
PO-00904,2025-10-03,2025-10-12,WH-SOUTH,SKU-1062,SUP-003,84,4.58,received
PO-00905,2025-01-24,2025-01-31,WH-NORTH,SKU-1086,SUP-003,156,3.07,received
PO-00906,2025-12-01,2025-12-10,WH-NORTH,SKU-1071,SUP-003,138,2.93,received
PO-00907,2025-09-10,2025-09-17,WH-NORTH,SKU-1096,SUP-005,120,7.66,received
PO-00908,2025-02-21,2025-02-27,WH-CENTER,SKU-1103,SUP-005,96,5.05,received
PO-00909,2025-08-08,2025-08-12,WH-CENTER,SKU-1109,SUP-004,552,2.43,received
PO-00910,2026-05-16,2026-05-20,WH-CENTER,SKU-1008,SUP-002,192,1.94,received
PO-00911,2026-02-12,2026-02-17,WH-SOUTH,SKU-1009,SUP-002,540,1.63,received
PO-00912,2026-02-08,2026-02-14,WH-CENTER,SKU-1099,SUP-005,108,2.61,received
PO-00913,2025-06-29,2025-07-02,WH-CENTER,SKU-1032,SUP-001,228,3.48,received
PO-00914,2025-01-08,2025-01-16,WH-CENTER,SKU-1095,SUP-005,240,5.63,received
PO-00915,2026-06-07,2026-06-12,WH-NORTH,SKU-1030,SUP-006,144,0.79,in_transit
PO-00916,2026-04-15,2026-04-18,WH-SOUTH,SKU-1041,SUP-001,384,3.57,received
PO-00917,2025-05-06,2025-05-13,WH-SOUTH,SKU-1024,SUP-006,744,1.65,received
PO-00918,2025-08-25,2025-08-31,WH-NORTH,SKU-1020,SUP-006,192,2.27,received
PO-00919,2025-09-05,2025-09-08,WH-SOUTH,SKU-1116,SUP-004,816,1.66,received
PO-00920,2025-03-08,2025-03-13,WH-SOUTH,SKU-1021,SUP-006,144,0.63,received
PO-00921,2025-03-28,2025-04-02,WH-CENTER,SKU-1022,SUP-006,528,2.09,received
PO-00922,2025-07-16,2025-07-21,WH-CENTER,SKU-1015,SUP-002,672,2.14,received
PO-00923,2025-02-24,2025-03-02,WH-SOUTH,SKU-1093,SUP-005,144,6.13,received
PO-00924,2025-05-02,2025-05-09,WH-SOUTH,SKU-1103,SUP-005,96,5.05,received
PO-00925,2026-02-05,2026-02-14,WH-CENTER,SKU-1071,SUP-003,150,2.93,received
PO-00926,2025-02-23,2025-02-27,WH-CENTER,SKU-1114,SUP-004,480,2.92,received
PO-00927,2025-07-19,2025-07-25,WH-SOUTH,SKU-1110,SUP-004,180,4.32,received
PO-00928,2025-10-28,2025-11-02,WH-SOUTH,SKU-1033,SUP-001,624,3.03,received
PO-00929,2025-09-07,2025-09-12,WH-NORTH,SKU-1115,SUP-004,408,3.98,received
PO-00930,2025-03-03,2025-03-09,WH-CENTER,SKU-1014,SUP-002,408,1.28,received
PO-00931,2026-06-07,2026-06-14,WH-NORTH,SKU-1023,SUP-006,300,1.74,delayed
PO-00932,2026-06-06,2026-06-12,WH-CENTER,SKU-1062,SUP-003,216,4.58,delayed
PO-00933,2025-11-11,2025-11-15,WH-CENTER,SKU-1052,SUP-001,108,1.51,received
PO-00934,2026-04-07,2026-04-11,WH-SOUTH,SKU-1057,SUP-001,816,0.97,received
PO-00935,2025-01-01,2025-01-06,WH-NORTH,SKU-1022,SUP-006,144,2.09,received
PO-00936,2025-05-09,2025-05-15,WH-SOUTH,SKU-1104,SUP-005,216,7.89,received
PO-00937,2025-02-10,2025-02-13,WH-NORTH,SKU-1049,SUP-001,228,0.53,received
PO-00938,2025-04-12,2025-04-17,WH-NORTH,SKU-1060,SUP-001,480,1.65,received
PO-00939,2026-04-20,2026-04-26,WH-SOUTH,SKU-1107,SUP-004,252,6.06,received
PO-00940,2025-02-05,2025-02-11,WH-CENTER,SKU-1115,SUP-004,312,3.98,received
PO-00941,2025-03-06,2025-03-11,WH-CENTER,SKU-1108,SUP-004,156,1.87,received
PO-00942,2025-04-29,2025-05-03,WH-NORTH,SKU-1030,SUP-006,96,0.79,received
PO-00943,2025-10-09,2025-10-18,WH-NORTH,SKU-1076,SUP-003,192,2.45,received
PO-00944,2025-12-11,2025-12-17,WH-SOUTH,SKU-1062,SUP-003,156,4.58,received
PO-00945,2026-05-27,2026-06-02,WH-NORTH,SKU-1067,SUP-003,144,2.13,received
PO-00946,2025-01-24,2025-01-29,WH-CENTER,SKU-1096,SUP-005,144,7.66,received
PO-00947,2026-05-15,2026-05-21,WH-CENTER,SKU-1103,SUP-005,96,5.05,received
PO-00948,2025-07-14,2025-07-19,WH-NORTH,SKU-1113,SUP-004,360,1.94,received
PO-00949,2025-11-21,2025-11-26,WH-NORTH,SKU-1011,SUP-002,528,2.11,received
PO-00950,2025-01-03,2025-01-11,WH-CENTER,SKU-1087,SUP-003,36,3.99,received
PO-00951,2026-03-15,2026-03-23,WH-NORTH,SKU-1103,SUP-005,144,5.05,received
PO-00952,2026-05-06,2026-05-09,WH-NORTH,SKU-1060,SUP-001,864,1.65,received
PO-00953,2025-09-09,2025-09-15,WH-NORTH,SKU-1094,SUP-005,288,6.57,received
PO-00954,2025-08-27,2025-09-03,WH-CENTER,SKU-1068,SUP-003,144,6.85,received
PO-00955,2025-02-11,2025-02-16,WH-CENTER,SKU-1105,SUP-005,48,4.03,received
PO-00956,2025-02-17,2025-02-21,WH-NORTH,SKU-1023,SUP-006,606,1.74,received
PO-00957,2025-08-02,2025-08-07,WH-CENTER,SKU-1055,SUP-001,312,1.5,received
PO-00958,2025-05-19,2025-05-26,WH-NORTH,SKU-1005,SUP-002,288,1.67,received
PO-00959,2025-10-13,2025-10-19,WH-SOUTH,SKU-1072,SUP-003,144,5.09,received
PO-00960,2025-11-02,2025-11-04,WH-CENTER,SKU-1037,SUP-001,528,1.61,received
PO-00961,2026-05-03,2026-05-08,WH-CENTER,SKU-1047,SUP-001,240,1.03,received
PO-00962,2026-02-24,2026-03-01,WH-NORTH,SKU-1114,SUP-004,720,2.92,received
PO-00963,2025-10-27,2025-11-03,WH-SOUTH,SKU-1093,SUP-005,240,6.13,received
PO-00964,2026-05-05,2026-05-08,WH-CENTER,SKU-1051,SUP-001,660,1.37,received
PO-00965,2025-06-22,2025-06-28,WH-NORTH,SKU-1006,SUP-002,276,1.01,received
PO-00966,2025-12-01,2025-12-10,WH-CENTER,SKU-1067,SUP-003,96,2.13,received
PO-00967,2025-09-08,2025-09-13,WH-NORTH,SKU-1026,SUP-006,504,2.75,received
PO-00968,2025-11-14,2025-11-19,WH-NORTH,SKU-1006,SUP-002,108,1.01,received
PO-00969,2025-10-20,2025-10-29,WH-SOUTH,SKU-1068,SUP-003,192,6.85,received
PO-00970,2025-10-23,2025-10-30,WH-NORTH,SKU-1090,SUP-003,96,5.44,received
PO-00971,2025-02-07,2025-02-11,WH-NORTH,SKU-1059,SUP-001,168,0.56,received
PO-00972,2026-06-13,2026-06-17,WH-SOUTH,SKU-1116,SUP-004,576,1.66,ordered
PO-00973,2026-06-05,2026-06-11,WH-NORTH,SKU-1026,SUP-006,456,2.75,delayed
PO-00974,2025-10-14,2025-10-20,WH-CENTER,SKU-1073,SUP-003,72,6.24,received
PO-00975,2025-11-05,2025-11-07,WH-SOUTH,SKU-1048,SUP-001,240,1.15,received
PO-00976,2025-02-09,2025-02-17,WH-NORTH,SKU-1090,SUP-003,192,5.44,received
PO-00977,2025-01-14,2025-01-18,WH-CENTER,SKU-1118,SUP-004,138,2.19,received
PO-00978,2025-06-30,2025-07-05,WH-CENTER,SKU-1003,SUP-002,300,0.63,received
PO-00979,2026-04-11,2026-04-14,WH-CENTER,SKU-1054,SUP-001,138,1.53,received
PO-00980,2025-08-20,2025-08-25,WH-SOUTH,SKU-1037,SUP-001,576,1.61,received
PO-00981,2026-04-21,2026-04-24,WH-SOUTH,SKU-1051,SUP-001,534,1.37,received
PO-00982,2025-11-29,2025-12-06,WH-SOUTH,SKU-1083,SUP-003,120,2.55,received
PO-00983,2026-06-07,2026-06-13,WH-NORTH,SKU-1112,SUP-004,264,4.53,ordered
PO-00984,2026-02-20,2026-02-27,WH-CENTER,SKU-1062,SUP-003,96,4.58,received
PO-00985,2026-02-08,2026-02-11,WH-NORTH,SKU-1048,SUP-001,540,1.15,received
PO-00986,2025-03-09,2025-03-13,WH-CENTER,SKU-1004,SUP-002,96,1.58,received
PO-00987,2026-04-28,2026-05-05,WH-SOUTH,SKU-1073,SUP-003,36,6.24,received
PO-00988,2025-06-27,2025-06-30,WH-CENTER,SKU-1038,SUP-001,288,1.48,received
PO-00989,2026-04-12,2026-04-18,WH-SOUTH,SKU-1070,SUP-003,288,4.73,received
PO-00990,2025-04-18,2025-04-25,WH-SOUTH,SKU-1069,SUP-003,48,7.01,received
PO-00991,2025-01-23,2025-01-30,WH-CENTER,SKU-1023,SUP-006,684,1.74,received
PO-00992,2025-10-29,2025-11-01,WH-SOUTH,SKU-1051,SUP-001,342,1.37,received
PO-00993,2025-06-08,2025-06-13,WH-NORTH,SKU-1005,SUP-002,144,1.67,received
PO-00994,2025-09-07,2025-09-12,WH-SOUTH,SKU-1099,SUP-005,72,2.61,received
PO-00995,2025-12-19,2025-12-24,WH-CENTER,SKU-1022,SUP-006,96,2.09,received
PO-00996,2026-04-10,2026-04-17,WH-SOUTH,SKU-1061,SUP-003,48,3.5,received
PO-00997,2025-12-25,2025-12-30,WH-SOUTH,SKU-1109,SUP-004,432,2.43,received
PO-00998,2025-03-09,2025-03-11,WH-NORTH,SKU-1048,SUP-001,306,1.15,received
PO-00999,2025-12-31,2026-01-07,WH-CENTER,SKU-1105,SUP-005,96,4.03,received
PO-01000,2025-11-30,2025-12-04,WH-CENTER,SKU-1058,SUP-001,336,1.68,received
PO-01001,2025-05-05,2025-05-10,WH-NORTH,SKU-1014,SUP-002,480,1.28,received
PO-01002,2025-07-18,2025-07-26,WH-SOUTH,SKU-1102,SUP-005,288,6.34,received
PO-01003,2025-08-31,2025-09-06,WH-NORTH,SKU-1107,SUP-004,612,6.06,received
PO-01004,2025-09-15,2025-09-20,WH-NORTH,SKU-1002,SUP-002,288,0.76,received
PO-01005,2025-07-30,2025-08-02,WH-SOUTH,SKU-1031,SUP-001,96,4.14,received
PO-01006,2026-03-21,2026-03-25,WH-NORTH,SKU-1119,SUP-004,264,2.85,received
PO-01007,2026-01-26,2026-02-04,WH-NORTH,SKU-1067,SUP-003,144,2.13,received
PO-01008,2025-04-26,2025-05-03,WH-SOUTH,SKU-1072,SUP-003,168,5.09,received
PO-01009,2025-04-06,2025-04-09,WH-NORTH,SKU-1040,SUP-001,96,3.06,received
PO-01010,2025-03-30,2025-04-06,WH-CENTER,SKU-1076,SUP-003,168,2.45,received
PO-01011,2025-08-29,2025-09-03,WH-SOUTH,SKU-1113,SUP-004,468,1.94,received
PO-01012,2025-08-06,2025-08-09,WH-NORTH,SKU-1113,SUP-004,432,1.94,received
PO-01013,2025-05-26,2025-05-31,WH-SOUTH,SKU-1006,SUP-002,78,1.01,received
PO-01014,2025-10-23,2025-10-30,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-01015,2025-03-22,2025-03-28,WH-NORTH,SKU-1091,SUP-005,258,3.01,received
PO-01016,2025-12-24,2025-12-29,WH-NORTH,SKU-1025,SUP-006,240,0.78,received
PO-01017,2025-01-17,2025-01-21,WH-SOUTH,SKU-1120,SUP-004,48,1.6,received
PO-01018,2026-03-28,2026-04-01,WH-CENTER,SKU-1005,SUP-002,336,1.67,received
PO-01019,2026-03-05,2026-03-09,WH-NORTH,SKU-1040,SUP-001,240,3.06,received
PO-01020,2025-11-23,2025-12-01,WH-SOUTH,SKU-1096,SUP-005,120,7.66,received
PO-01021,2026-04-24,2026-05-01,WH-CENTER,SKU-1085,SUP-003,144,2.74,received
PO-01022,2025-03-01,2025-03-09,WH-SOUTH,SKU-1091,SUP-005,198,3.01,received
PO-01023,2025-03-15,2025-03-20,WH-NORTH,SKU-1051,SUP-001,816,1.37,received
PO-01024,2025-05-11,2025-05-15,WH-NORTH,SKU-1118,SUP-004,576,2.19,received
PO-01025,2025-09-18,2025-09-23,WH-CENTER,SKU-1002,SUP-002,576,0.76,received
PO-01026,2025-06-09,2025-06-17,WH-SOUTH,SKU-1063,SUP-003,48,4.14,received
PO-01027,2025-01-30,2025-02-05,WH-NORTH,SKU-1085,SUP-003,192,2.74,received
PO-01028,2025-09-19,2025-09-23,WH-NORTH,SKU-1119,SUP-004,96,2.85,received
PO-01029,2025-04-12,2025-04-16,WH-NORTH,SKU-1110,SUP-004,126,4.32,received
PO-01030,2025-04-18,2025-04-23,WH-NORTH,SKU-1103,SUP-005,144,5.05,received
PO-01031,2025-01-13,2025-01-21,WH-SOUTH,SKU-1065,SUP-003,72,5.73,received
PO-01032,2026-03-06,2026-03-08,WH-CENTER,SKU-1055,SUP-001,192,1.5,received
PO-01033,2025-06-25,2025-06-30,WH-SOUTH,SKU-1060,SUP-001,384,1.65,received
PO-01034,2025-01-23,2025-01-26,WH-CENTER,SKU-1044,SUP-001,204,0.97,received
PO-01035,2025-12-08,2025-12-15,WH-NORTH,SKU-1002,SUP-002,288,0.76,received
PO-01036,2025-07-28,2025-08-02,WH-SOUTH,SKU-1005,SUP-002,96,1.67,received
PO-01037,2025-03-16,2025-03-19,WH-CENTER,SKU-1053,SUP-001,528,1.54,received
PO-01038,2025-06-17,2025-06-24,WH-SOUTH,SKU-1067,SUP-003,96,2.13,received
PO-01039,2026-05-29,2026-06-04,WH-NORTH,SKU-1092,SUP-005,24,5.6,received
PO-01040,2025-02-26,2025-03-06,WH-CENTER,SKU-1095,SUP-005,144,5.63,received
PO-01041,2025-07-18,2025-07-20,WH-NORTH,SKU-1037,SUP-001,528,1.61,received
PO-01042,2026-01-05,2026-01-14,WH-NORTH,SKU-1062,SUP-003,48,4.58,received
PO-01043,2026-04-30,2026-05-02,WH-SOUTH,SKU-1036,SUP-001,240,4.34,received
PO-01044,2026-04-24,2026-04-28,WH-SOUTH,SKU-1019,SUP-006,672,0.93,received
PO-01045,2025-09-26,2025-09-28,WH-SOUTH,SKU-1053,SUP-001,168,1.54,received
PO-01046,2025-05-07,2025-05-12,WH-SOUTH,SKU-1055,SUP-001,204,1.5,received
PO-01047,2025-07-30,2025-08-04,WH-CENTER,SKU-1003,SUP-002,582,0.63,received
PO-01048,2026-03-17,2026-03-26,WH-SOUTH,SKU-1064,SUP-003,36,3.55,received
PO-01049,2025-11-11,2025-11-16,WH-SOUTH,SKU-1053,SUP-001,156,1.54,received
PO-01050,2026-04-09,2026-04-13,WH-CENTER,SKU-1114,SUP-004,264,2.92,received
PO-01051,2025-05-28,2025-05-31,WH-SOUTH,SKU-1107,SUP-004,216,6.06,received
PO-01052,2025-11-27,2025-12-04,WH-NORTH,SKU-1088,SUP-003,108,3.94,received
PO-01053,2026-04-08,2026-04-16,WH-CENTER,SKU-1063,SUP-003,192,4.14,received
PO-01054,2025-07-16,2025-07-23,WH-NORTH,SKU-1021,SUP-006,144,0.63,received
PO-01055,2025-04-26,2025-05-01,WH-NORTH,SKU-1020,SUP-006,144,2.27,received
PO-01056,2025-05-22,2025-05-30,WH-NORTH,SKU-1095,SUP-005,288,5.63,received
PO-01057,2025-11-04,2025-11-12,WH-CENTER,SKU-1086,SUP-003,252,3.07,received
PO-01058,2026-02-09,2026-02-12,WH-CENTER,SKU-1057,SUP-001,738,0.97,received
PO-01059,2026-03-27,2026-04-03,WH-CENTER,SKU-1092,SUP-005,72,5.6,received
PO-01060,2026-06-12,2026-06-20,WH-NORTH,SKU-1085,SUP-003,144,2.74,in_transit
PO-01061,2025-11-23,2025-11-29,WH-SOUTH,SKU-1062,SUP-003,156,4.58,received
PO-01062,2025-04-05,2025-04-07,WH-SOUTH,SKU-1042,SUP-001,216,1.29,received
PO-01063,2026-03-09,2026-03-17,WH-CENTER,SKU-1079,SUP-003,180,2.87,received
PO-01064,2025-05-29,2025-06-07,WH-CENTER,SKU-1088,SUP-003,24,3.94,received
PO-01065,2025-02-24,2025-03-03,WH-SOUTH,SKU-1074,SUP-003,72,3.05,received
PO-01066,2025-11-10,2025-11-18,WH-CENTER,SKU-1096,SUP-005,120,7.66,received
PO-01067,2026-04-22,2026-04-29,WH-CENTER,SKU-1104,SUP-005,36,7.89,received
PO-01068,2026-05-11,2026-05-16,WH-SOUTH,SKU-1041,SUP-001,360,3.57,received
PO-01069,2025-11-27,2025-12-04,WH-SOUTH,SKU-1072,SUP-003,120,5.09,received
PO-01070,2025-10-04,2025-10-11,WH-SOUTH,SKU-1095,SUP-005,288,5.63,received
PO-01071,2025-11-25,2025-11-29,WH-SOUTH,SKU-1036,SUP-001,120,4.34,received
PO-01072,2026-01-31,2026-02-04,WH-CENTER,SKU-1052,SUP-001,192,1.51,received
PO-01073,2025-09-25,2025-10-01,WH-NORTH,SKU-1099,SUP-005,96,2.61,received
PO-01074,2026-02-09,2026-02-11,WH-CENTER,SKU-1052,SUP-001,312,1.51,received
PO-01075,2026-02-27,2026-03-06,WH-NORTH,SKU-1062,SUP-003,240,4.58,received
PO-01076,2026-03-18,2026-03-25,WH-CENTER,SKU-1025,SUP-006,168,0.78,received
PO-01077,2026-06-11,2026-06-18,WH-NORTH,SKU-1102,SUP-005,144,6.34,delayed
PO-01078,2025-01-24,2025-02-01,WH-CENTER,SKU-1084,SUP-003,72,3.85,received
PO-01079,2025-10-05,2025-10-11,WH-SOUTH,SKU-1061,SUP-003,96,3.5,received
PO-01080,2025-12-18,2025-12-21,WH-NORTH,SKU-1060,SUP-001,336,1.65,received
PO-01081,2026-03-03,2026-03-12,WH-CENTER,SKU-1065,SUP-003,156,5.73,received
PO-01082,2025-05-30,2025-06-05,WH-SOUTH,SKU-1067,SUP-003,48,2.13,received
PO-01083,2025-10-26,2025-11-02,WH-CENTER,SKU-1093,SUP-005,192,6.13,received
PO-01084,2025-12-02,2025-12-08,WH-NORTH,SKU-1013,SUP-002,420,1.73,received
PO-01085,2025-03-05,2025-03-12,WH-NORTH,SKU-1086,SUP-003,132,3.07,received
PO-01086,2025-02-08,2025-02-13,WH-CENTER,SKU-1097,SUP-005,192,6.87,received
PO-01087,2025-08-30,2025-09-06,WH-CENTER,SKU-1029,SUP-006,156,1.32,received
PO-01088,2025-12-18,2025-12-24,WH-CENTER,SKU-1014,SUP-002,144,1.28,received
PO-01089,2026-06-03,2026-06-06,WH-CENTER,SKU-1115,SUP-004,240,3.98,received
PO-01090,2025-12-26,2025-12-30,WH-CENTER,SKU-1052,SUP-001,168,1.51,received
PO-01091,2025-06-11,2025-06-16,WH-CENTER,SKU-1021,SUP-006,324,0.63,received
PO-01092,2025-01-21,2025-01-27,WH-CENTER,SKU-1026,SUP-006,888,2.75,received
PO-01093,2025-03-24,2025-04-01,WH-NORTH,SKU-1090,SUP-003,192,5.44,received
PO-01094,2026-03-16,2026-03-25,WH-NORTH,SKU-1076,SUP-003,144,2.45,received
PO-01095,2025-12-17,2025-12-23,WH-SOUTH,SKU-1118,SUP-004,768,2.19,received
PO-01096,2026-06-13,2026-06-20,WH-SOUTH,SKU-1085,SUP-003,96,2.74,ordered
PO-01097,2025-12-09,2025-12-14,WH-NORTH,SKU-1008,SUP-002,444,1.94,received
PO-01098,2025-07-01,2025-07-09,WH-CENTER,SKU-1092,SUP-005,36,5.6,received
PO-01099,2025-07-26,2025-08-02,WH-NORTH,SKU-1069,SUP-003,84,7.01,received
PO-01100,2025-02-28,2025-03-07,WH-SOUTH,SKU-1015,SUP-002,840,2.14,received
PO-01101,2025-04-01,2025-04-04,WH-NORTH,SKU-1039,SUP-001,144,0.95,received
PO-01102,2026-01-28,2026-02-02,WH-NORTH,SKU-1019,SUP-006,864,0.93,received
PO-01103,2026-01-20,2026-01-27,WH-NORTH,SKU-1095,SUP-005,240,5.63,received
PO-01104,2025-11-08,2025-11-17,WH-NORTH,SKU-1068,SUP-003,252,6.85,received
PO-01105,2025-07-16,2025-07-21,WH-CENTER,SKU-1111,SUP-004,576,3.72,received
PO-01106,2026-03-12,2026-03-16,WH-CENTER,SKU-1115,SUP-004,192,3.98,received
PO-01107,2025-06-07,2025-06-14,WH-CENTER,SKU-1070,SUP-003,84,4.73,received
PO-01108,2025-08-24,2025-08-31,WH-NORTH,SKU-1021,SUP-006,108,0.63,received
PO-01109,2025-03-27,2025-04-02,WH-CENTER,SKU-1015,SUP-002,840,2.14,received
PO-01110,2025-04-29,2025-05-05,WH-NORTH,SKU-1087,SUP-003,36,3.99,received
PO-01111,2025-03-11,2025-03-19,WH-CENTER,SKU-1084,SUP-003,144,3.85,received
PO-01112,2026-01-09,2026-01-14,WH-NORTH,SKU-1021,SUP-006,132,0.63,received
PO-01113,2025-10-01,2025-10-08,WH-NORTH,SKU-1082,SUP-003,144,4.09,received
PO-01114,2025-07-10,2025-07-16,WH-SOUTH,SKU-1022,SUP-006,672,2.09,received
PO-01115,2026-05-04,2026-05-11,WH-NORTH,SKU-1102,SUP-005,240,6.34,received
PO-01116,2025-09-20,2025-09-24,WH-CENTER,SKU-1050,SUP-001,588,1.65,received
PO-01117,2025-07-08,2025-07-15,WH-NORTH,SKU-1087,SUP-003,84,3.99,received
PO-01118,2025-11-15,2025-11-18,WH-SOUTH,SKU-1050,SUP-001,612,1.65,received
PO-01119,2025-12-29,2026-01-05,WH-SOUTH,SKU-1020,SUP-006,144,2.27,received
PO-01120,2025-10-20,2025-10-25,WH-CENTER,SKU-1019,SUP-006,816,0.93,received
PO-01121,2026-03-13,2026-03-21,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-01122,2025-05-12,2025-05-19,WH-CENTER,SKU-1082,SUP-003,192,4.09,received
PO-01123,2025-06-07,2025-06-10,WH-SOUTH,SKU-1056,SUP-001,180,1.17,received
PO-01124,2025-10-17,2025-10-20,WH-CENTER,SKU-1044,SUP-001,312,0.97,received
PO-01125,2025-07-29,2025-08-03,WH-NORTH,SKU-1016,SUP-006,120,2.48,received
PO-01126,2025-06-14,2025-06-19,WH-NORTH,SKU-1040,SUP-001,96,3.06,received
PO-01127,2026-02-23,2026-03-01,WH-NORTH,SKU-1091,SUP-005,90,3.01,received
